Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontage_na,MasVnrArea_na,GarageYrBlt_na
7.008505182,0.487991956,0.75,0.570180263,0.439121187,1,1,0.333333333,0.333333333,1,0.5,0,1,0.4,1,0.75,1,0.903089987,0.73248676,0.117647059,0.262295082,0,0,0.6,0.6,0.666666667,0.22625,0.666666667,1,1,1,0.75,0.75,1,0.182849043,0.666666667,0,0.200185787,0.239443535,1,1,1,1,0.568436942,0.599358974,0,0.728920727,0.333333333,0,0.666666667,0.5,0.375,0,0.666666667,0.772942881,1,0.666666667,0.6,0.8,0.14953271,0.666666667,0.5,0.502115656,0.666666667,1,1,0.217036173,0.058500914,0,0,0,0,0,0.75,1,0,0.557885891,1,0.666666667,0.75,12.69158046,0,0,0
5.170483995,0,0.75,0.513122936,0.444771733,1,1,0,0.333333333,1,0.5,0,0.136363636,0.4,1,0.75,0.6,0.77815125,0.885621875,0.419117647,0.114754098,0,0,0.2,0.3,0,0,0.333333333,1,0.5,0.5,1,0.75,0.666666667,0.084514529,0.666666667,0,0.336739433,0.196726678,1,0.5,1,1,0.706079494,0,0,0.660025909,0.333333333,0,0.666666667,0,0.5,0,0.666666667,0.643792813,1,0.333333333,0.8,0.8,0.53271028,0.333333333,0.5,0.406205924,0.666666667,1,1,0,0.053016453,0.070652174,0,0,0,0,0.5,1,0,0.721057054,0.250186815,0.666666667,0.75,12.40081672,0,0,0
4.007333185,0.615777289,0.75,0.388581117,0.333210085,1,1,0,0,1,0,0.5,0.363636364,0.4,1,0.75,0.8,0.698970004,0.73248676,0.382352941,0.868852459,0,0,0.3,0.2,0,0,0.333333333,1,0.5,0.5,0.75,0.25,0.666666667,0.068036853,0.666666667,0,0,0.062847791,1,0.5,1,1,0.531357887,0,0,0.496700407,0,0,0.333333333,0,0.375,0,0.333333333,0.564575034,0.75,0.333333333,0.6,0.4,0.420560748,0.333333333,0.5,0.403385049,0.666666667,1,1,0,0.091407678,0,0,0,0,0,0.5,1,0,0.278942946,0.250186815,0.666666667,0.75,11.77528973,0,0,0
5.996452089,0,0.75,0.418208121,0.373551823,1,1,0.333333333,0.333333333,1,0,0,0.681818182,0.4,1,0.75,0.6,0.84509804,0.73248676,0.007352941,0.032786885,0,0,1,1,0,0,0.666666667,1,1,0.75,0.75,0.75,1,0.004252303,0.666666667,0,0.597306085,0.214402619,1,1,1,1,0.517182696,0,0,0.483449784,0,0,0.666666667,0,0.375,0,0.666666667,0.564575034,1,0.333333333,0.8,0.8,0.009345794,1,0.5,0.282087447,0.666666667,1,1,0,0,0,0,0,0,0,0.75,1,0,0.783091851,0,1,1,12.01364014,0,0,0
7.012115294,0,0.75,0.602701261,0.424297339,1,1,0.333333333,0.333333333,1,0,0,0.954545455,0.4,1,0.75,0.6,0.903089987,0.73248676,0.036764706,0.081967213,0,0,0.3,0.2,1,0.02625,0.666666667,1,1,1,0.75,0.5,1,0.184089298,0.666666667,0,0.370181143,0.300490998,1,1,1,1,0.644927475,0,0,0.60286249,0.333333333,0,0.666666667,0,0.375,0,0.666666667,0.643792813,1,0.333333333,0.8,0.8,0.046728972,1,0.75,0.607898449,0.666666667,1,1,0.145857643,0.33820841,0,0,0,0,0,0.75,1,0,0.442114109,0.750186691,0.666666667,0.75,12.54254488,0,0,0
5.446737372,0.487991956,0.75,0.782673104,0.4804552,1,1,0.333333333,0.333333333,1,0,0,1,0.4,1,0.75,1,0.903089987,0.73248676,0.102941176,0.229508197,0,0,1,1,0.666666667,0.31625,0.666666667,1,1,0.75,0.75,0.25,1,0.122076541,0.666666667,0,0.359033906,0.239279869,1,1,1,1,0.565905606,0.696581197,0,0.751396915,0.333333333,0,0.666666667,0.5,0.5,0,1,0.772942881,1,0.333333333,0.6,0.8,0.130841121,1,0.75,0.57122708,0.666666667,1,1,0,0.26691042,0.365942029,0,0,0,0,0.75,1,0,0.783091851,0.750186691,0.666666667,0.75,12.90669184,0,0,0
5.802118375,0.668095268,0.75,0.388581117,0.411153194,1,1,0.333333333,0.333333333,1,0,0,0.363636364,0.4,1,0.25,0.6,0.698970004,0.630929754,0.316176471,0.721311475,0,0,0.6,0.6,0.666666667,0.0525,0.333333333,1,0.5,0.5,0.75,0.25,1,0.007087172,0.5,0.179104478,0.661402694,0.282815057,1,0.5,1,1,0.621985096,0,0,0.581416513,0,0.5,0.666666667,0,0.75,0.23104906,0.333333333,0.827087475,1,0,0.2,0.4,0.046728972,0.333333333,0.25,0.248236953,0.666666667,1,1,0.180863477,0,0,0,0,0,0,0.75,1,0,0.964984046,0.250186815,0.666666667,0.75,11.68687877,1,0,0
6.308098442,0,0.25,0.313618794,0.361299669,1,1,0.333333333,1,1,0,0,0.227272727,0.2,0,0.75,0.6,0.698970004,0.885621875,0.389705882,0.229508197,0,0,0.3,0.2,0,0,0.333333333,0.666666667,0.5,0.5,0.75,0.25,0.5,0.031892275,0.5,0.437584803,0,0.13502455,1,0.5,1,1,0.342195481,0,0,0.319875998,0.333333333,0,0.333333333,0,0.25,0,0.333333333,0.356207187,1,0,0.2,0.4,0.420560748,0.666666667,0.5,0.507757405,0.666666667,1,1,0.16336056,0.091407678,0,0,0,0,0,0.5,1,0,0.721057054,0.500249004,0.666666667,0.75,11.73606902,0,0,0
5.455321115,0,0.75,0.471175462,0.411631585,1,1,0,0.333333333,1,0.5,0,0.681818182,0.4,1,0.75,0.6,0.698970004,0.815464877,0.25,0.573770492,0,0,0.6,0.6,0,0,0.333333333,1,0.5,0.5,1,0.75,0.5,0.032246634,1,0.483039349,0,0.146317512,1,0.5,1,1,0.372592152,0,0,0.348290066,0.333333333,0,0.333333333,0,0.375,0,0.333333333,0.470880288,1,0,0.2,0.8,0.317757009,0.333333333,0.25,0.217207334,0.666666667,1,1,0.425904317,0,0,0,0,0,0,0.5,1,0,0.278942946,1,0.666666667,0.75,11.76134682,0,0,0
6.793466133,0.487991956,0.75,0.445638443,0.421206911,1,1,0,0.333333333,1,0,0,0.272727273,0.4,1,0.75,1,0.77815125,0.73248676,0.227941176,0.524590164,1,0,0.6,0.6,0.666666667,0.0575,0.333333333,1,0.5,0.5,0.75,0.25,0.5,0.040042523,0.5,0.339213026,0.089177891,0.150245499,1,0.75,1,1,0.382617463,0.408653846,0,0.572082191,0,0,0.666666667,0.5,0.375,0,0.333333333,0.643792813,1,0.333333333,0.6,0.8,0.289719626,0.666666667,0.5,0.310296192,0.666666667,1,1,0.283547258,0,0,0,0,0,0,0.75,1,0,0.783091851,0.750186691,0.666666667,0.75,12.05815252,0,0,0
6.956545443,0,0.75,0.388581117,0.419731384,1,1,0,0.666666667,1,0,0,0.136363636,0.4,1,0.75,0.6,0.602059991,0.885621875,0.470588235,0.081967213,0,0,0.3,0.2,0,0,0.333333333,1,0.5,0,0.25,0,0,0,0,0,0,0,1,1,1,1,0.387532251,0,0,0.362255706,0,0,0.333333333,0,0.25,0,0.666666667,0.564575034,1,0,0.2,0.4,0.598130841,0.333333333,0.25,0.217207334,0.666666667,1,1,0,0,0,0,0,0,0,0.75,1,0,0.557885891,1,0.666666667,0.25,11.34922937,0,0,0
5.087596335,0.487991956,0.75,0.612936198,0.460748707,1,1,0.333333333,0.333333333,1,0,0,0.954545455,0.4,1,0.75,1,0.954242509,0.73248676,0.036764706,0.081967213,0,0,1,1,0.666666667,0.415,0.666666667,1,1,1,0.75,0.75,1,0.180014174,0.666666667,0,0.25824431,0.257283142,1,1,1,1,0.586179254,0.585470085,0,0.735073061,0.333333333,0,0.666666667,0.5,0.375,0,1,0.827087475,1,0.666666667,0.8,1,0.046728972,1,0.75,0.511988717,0.666666667,1,1,0.466744457,0,0,0,0,0,0,0.75,1,0,0.442114109,0.500249004,0.666666667,0.75,12.92999148,0,0,0
6.188264123,0,0.75,0.490407837,0.404882369,1,1,0,0.333333333,1,0,0,0.363636364,0.4,1,0.75,0.6,0.698970004,0.885621875,0.308823529,0.704918033,1,0,0.3,0.2,0.666666667,0.105,0.333333333,1,0.5,0.5,0.75,0.25,0.666666667,0.148121899,0.666666667,0,0.11007896,0.175613748,1,0.5,1,1,0.441659254,0,0,0.41285231,0.333333333,0,0.333333333,0.5,0.375,0,0.333333333,0.564575034,1,0,0.2,0.8,0.392523364,0.666666667,0.5,0.363187588,0.666666667,1,1,0,0,0,0,0,0,0,0.75,1,0,0.721057054,0.250186815,0.666666667,0.75,11.95761129,0,0,0
7.197435354,0,0.75,0.495063747,0.392333481,1,1,0,0.333333333,1,0,0,0.545454545,0.4,1,0.75,0.6,0.77815125,0.73248676,0.235294118,0.540983607,0,0,0.7,0.7,0.666666667,0.225,0.333333333,1,0.5,0.75,0.75,0.25,0.666666667,0.121545004,0.666666667,0,0.308406874,0.220949264,1,0.5,1,1,0.524053082,0,0,0.489872053,0,0.5,0.666666667,0,0.25,0,0.333333333,0.564575034,1,0.333333333,0.6,0.8,0.299065421,0.666666667,0.5,0.444287729,0.666666667,1,1,0,0.029250457,0,0,0,0,0,0.75,1,0,0.557885891,0.750186691,0.666666667,0.75,12.03112384,0,0,0
5.976350909,0.180103312,0.75,0.388581117,0.341587738,1,1,0,0.333333333,1,0.5,0,0.181818182,0.2,1,0.75,0.6,0.602059991,0.73248676,0.477941176,0.93442623,0,0,0.2,0.3,0,0,0.333333333,1,0.5,0.5,0.75,0.25,0.166666667,0.047129695,0.666666667,0,0.242452392,0.128968903,1,0.5,1,0.666666667,0.324830954,0,0,0.303644062,0,0,0.333333333,0,0.25,0,0.333333333,0.356207187,1,0.666666667,0.6,0,0.009345794,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.557885891,0,0.666666667,0.25,11.51292546,1,0,1
6.056784013,0.615777289,0.75,0.388581117,0.447621099,1,1,0,0.666666667,1,0,0.5,0.454545455,0.4,1,0.75,0.8,0.84509804,0.73248676,0.147058824,0.344262295,0,0,0.1,0.1,0.666666667,0.090625,0.666666667,1,1,0.75,0.75,1,1,0.268958186,0.666666667,0,0,0.248445172,1,0.75,1,1,0.603126863,0,0,0.563788297,0.333333333,0.5,0.666666667,0,0.25,0,0.666666667,0.470880288,1,0.333333333,0.6,0.8,0.186915888,1,0.5,0.401269394,0.666666667,1,1,0.093348891,0,0,0,0.825,0,0,0.75,1,0,0.836828837,0.750186691,0.666666667,0.75,12.52452638,1,0,0
7.201170883,0,0.75,0.445638443,0.362696894,1,1,0,0.333333333,1,0,0,0.363636364,0.4,1,0.75,0.6,0.602059991,0.73248676,0.264705882,0.606557377,0,0,0.3,0.2,0,0,0.333333333,1,0.5,0.5,0.75,0.25,0.833333333,0,0.666666667,0,0.398513702,0.140425532,1,0.5,1,1,0.363162974,0,0,0.3394759,0,0,0.333333333,0,0.375,0,0.333333333,0.470880288,1,0,0.2,0.4,0.308411215,0.333333333,1,0.338504937,0.666666667,1,1,0,0,0,0,0,0,0,0,1,0,0.721057054,0.250186815,0.666666667,0.75,11.71993963,0,0,0
6.608000625,0.556464057,0.25,0.388581117,0.391316766,1,0,0,0.333333333,1,0,0,0.227272727,0.4,1,0.75,1,0.698970004,0.885621875,0.713235294,0.098360656,0,0,0.1,0.3,0,0,0.333333333,0.666666667,0.25,0.25,0.5,0.25,0.833333333,0,0.666666667,0,0.122619601,0.043207856,1,1,1,1,0.315102055,0.354700855,0,0.514949453,0,0,0.666666667,0,0.25,0,0.333333333,0.643792813,1,0,0.2,0.4,0.906542056,0.333333333,0.5,0.253878702,0.666666667,0.666666667,1,0.315052509,0,0.202898551,0,0,0,0,1,1,0,0.647685462,0.250186815,0.666666667,0.25,11.7905572,0,0,0
6.603943825,0.487991956,0.75,0.45606561,0.40816452,1,1,0.333333333,1,1,1,0,0.590909091,0.4,1,0.75,1,0.903089987,0.73248676,0.007352941,0.032786885,0,0,1,1,0,0,0.666666667,1,1,0.75,0.75,0.25,0.833333333,0,0.666666667,0,0.414770088,0.146153846,1,1,1,1,0.375543736,0.480769231,0,0.596053779,0,0,0.666666667,0.5,0.375,0,0.666666667,0.712414374,1,0.333333333,0.8,0.8,0.009345794,1,0.75,0.564174894,0.666666667,1,1,0,0.212065814,0,0,0,0,0,0.75,1,0,0.721057054,0,0.666666667,0.75,12.38797745,0,0,0
6.887552572,0,0.75,0.495063747,0.374642668,1,1,0,0.333333333,1,0.5,0,0.272727273,0.2,1,0.75,0.6,0.698970004,0.815464877,0.338235294,0.770491803,0,0,1,1,0,0,0.333333333,1,1,0.5,0.75,0.25,0.166666667,0.115343728,0.666666667,0,0.218300046,0.183469722,1,0.5,1,1,0.458220512,0,0,0.428333371,0.333333333,0,0.333333333,0,0.375,0,0.333333333,0.470880288,1,0,0.2,0.4,0.429906542,0.333333333,0.5,0.338504937,0.666666667,1,1,0,0.146252285,0,0,0,0,0,0.5,1,0,0.721057054,0.750186691,0.666666667,0.75,11.84222921,0,0,0
4.682131227,0,0.25,0.321096624,0.299328966,1,1,0,0.333333333,1,0,0,0.227272727,0.4,1,0.75,0.6,0.698970004,0.73248676,0.441176471,0.967213115,0,0,1,1,0,0,0.333333333,1,0.5,0.5,0.75,0.25,0.666666667,0.018426648,0.166666667,0.114654003,0.239665583,0.12913257,1,1,1,1,0.325310895,0,0,0.304092699,0,0,0.333333333,0,0.25,0,0.333333333,0.470880288,1,0,0.2,0.4,0.560747664,0.333333333,0.25,0.176304654,0.666666667,1,1,0,0,0,0,0,0,0,0.75,1,0,0.557885891,0.500249004,0.666666667,1,11.65268741,0,0,0
6.423246964,0.642706105,0.75,0.495063747,0.374287142,1,1,0,0.333333333,1,0,0,0.363636364,0.2,1,0.75,0,0.77815125,0.885621875,0.345588235,0.786885246,0,0,0.3,0.2,0.666666667,0.0975,0.333333333,0.666666667,1,0.5,0.75,1,1,0.13518781,0.666666667,0,0.080352996,0.153191489,1,1,1,1,0.434898159,0,0,0.406532203,0.333333333,0,0.333333333,0,0.375,0,0.666666667,0.564575034,1,0,0.2,0.8,0.439252336,0.666666667,0.5,0.338504937,0.666666667,1,1,0.140023337,0,0,0,0,0,0,0.5,1,0,0.647685462,1,0.666666667,0.25,11.8313792,0,0,0
6.97634807,0,0.75,0.45606561,0.402258852,1,1,0,0.333333333,1,0,0,0.363636364,0.4,1,0.75,0.6,0.698970004,0.73248676,0.375,0.852459016,1,0,0.3,0.2,0.666666667,0.075,0.333333333,1,0.5,0.5,0.75,0.25,0.333333333,0.103827073,0.666666667,0,0.214584301,0.171522095,1,0.5,1,1,0.432737734,0,0,0.404512691,0.333333333,0,0.333333333,0,0.375,0,0.333333333,0.564575034,1,0,0.2,0.8,0.476635514,0.333333333,0.25,0.201692525,0.666666667,1,1,0,0.036563071,0,0,0.4,0,0,0.75,1,0,0.721057054,0.250186815,0.666666667,0.75,11.81303006,0,0,0
5.375278408,0,0.75,0.45606561,0.399521504,1,1,0.333333333,0.333333333,1,0,0,0.363636364,0.4,1,0.75,0.6,0.698970004,0.815464877,0.360294118,0.180327869,0,0,0.6,0.6,0.666666667,0.04,0.333333333,1,0.5,0.5,0.75,0.25,0.333333333,0.06378455,0.666666667,0,0.329772411,0.17512275,1,0.5,1,1,0.495178016,0,0,0.462880345,0,0.5,0.333333333,0,0.25,0,0.666666667,0.564575034,0.75,0.333333333,0.4,0.8,0.457943925,0.333333333,0.25,0.315232722,0.666666667,1,1,0,0,0,0,0,0,0,0.5,1,0,0.647685462,0,0.666666667,0.75,11.80894766,0,0,0
7.163172391,0.615777289,0.75,0.388581117,0.466719249,1,1,0.333333333,0.333333333,1,0.5,0,0.363636364,0.4,1,0.75,0.8,0.698970004,0.885621875,0.338235294,0.770491803,1,0,0.1,0.6,0.666666667,0.05375,0.333333333,1,1,0.5,0.75,0.75,1,0.179659816,0.666666667,0,0.064096609,0.188543372,1,0.5,1,1,0.468543575,0,0,0.437983119,0.333333333,0,0.333333333,0,0.375,0,0.333333333,0.564575034,1,0.333333333,0.8,0.8,0.429906542,0.666666667,0.5,0.341325811,0.666666667,1,1,0.26487748,0,0,0,0,0,0,0.75,1,0,0.557885891,1,0.666666667,0.75,12.10348606,1,0,0
6.504288174,0,0.75,0.418208121,0.358667735,1,1,0,0.333333333,1,0,0,0.454545455,0.4,1,0.75,0.6,0.77815125,0.73248676,0.102941176,0.180327869,0,0,0.6,0.6,0.666666667,0.16125,0.333333333,1,1,0.75,0.75,0.25,1,0.20163005,0.666666667,0,0.12540641,0.230441899,1,1,1,1,0.611098971,0,0,0.57124043,0.333333333,0,0.666666667,0,0.375,0,0.666666667,0.643792813,1,0.333333333,0.4,0.8,0.130841121,0.666666667,0.5,0.405500705,0.666666667,1,1,0.261376896,0.07678245,0,0,0,0,0,0.75,1,0,0.926628408,0.500249004,0.666666667,0.75,12.17303279,0,0,0
7.186144305,0,0.75,0.445638443,0.365182374,1,1,0,0.333333333,1,0,0,0.363636364,0.4,1,0.75,0.6,0.77815125,0.5,0.382352941,0.868852459,1,0,0.8,0.8,0,0,0.333333333,1,0.5,0.5,0.75,0.25,0.666666667,0.033486889,0.5,0.44843962,0.29168602,0.241898527,1,0.75,1,1,0.562845481,0,0,0.526134243,0.333333333,0,0.333333333,0.5,0.375,0,0.333333333,0.564575034,1,0.666666667,0.8,0.8,0.485981308,0.666666667,0.5,0.311706629,0.666666667,1,1,0.13302217,0,0,0,0.45,0,0,0.75,1,0,0.721057054,0.750186691,0.666666667,0.75,11.96081129,0,0,0
6.267200549,0,0.75,0.445638443,0.45512076,1,1,0,0.333333333,1,0,0,0.363636364,0.4,1,0.75,0.6,0.698970004,0.885621875,0.375,0.131147541,1,0,0.1,0.1,0,0,0.333333333,1,0.5,0.75,0.75,0.25,0.166666667,0.066796598,0.666666667,0,0.255921969,0.15188216,1,0.5,1,1,0.386717539,0,0,0.361494134,0,0,0.333333333,0,0.25,0,0.333333333,0.356207187,1,0,0.2,0.8,0.476635514,0.333333333,0.25,0.177715092,0.666666667,1,1,0.304550758,0,0.282608696,0,0,0,0,0.75,1,0,0.721057054,0.250186815,0.666666667,0.75,11.7905572,0,0,0
6.350885717,0.487991956,0.75,0.50869007,0.453034787,1,1,0.333333333,1,1,0.5,0,0.863636364,0.4,1,0.75,1,0.84509804,0.73248676,0,0.016393443,0,0,1,1,0,0,0.333333333,1,1,1,0.75,0.75,0.833333333,0,0.666666667,0,0.392940084,0.138461538,1,0.75,1,1,0.351707772,0.451923077,0,0.573968864,0,0,0.666666667,0.5,0.375,0,0.666666667,0.564575034,1,0,0.2,0.8,0,0.666666667,0.5,0.458392102,0.666666667,1,1,0.242707118,0.208409506,0,0,0,0,0,0.75,1,0,0.783091851,0.750186691,1,1,12.32163099,0,0,0
7.150701458,0.407006649,0.75,0.342664275,0.277325961,1,1,0,0.333333333,1,0.5,0,0.727272727,0.4,1,0.75,0.2,0.698970004,0.815464877,0.713235294,0.081967213,0,0,0.1,0.3,0,0,0.333333333,1,1,0.5,0.75,0.25,0.833333333,0,0.666666667,0,0.30701347,0.108183306,1,1,1,1,0.258323469,0.314636752,0,0.466864702,0,0,0.666666667,0,0.375,0,0.333333333,0.712414374,1,0.333333333,0.8,0.4,0.205607477,0.333333333,0.5,0.389280677,0.666666667,1,1,0.282380397,0,0.14673913,0,0,0,0,0.75,1,0,0.964984046,0.250186815,0.666666667,0.75,11.84222921,0,0,0
6.712956201,0.487991956,0.75,0.388581117,0.441312608,1,1,0.333333333,0.333333333,1,0.5,0,0.590909091,0.4,1,0.75,1,0.84509804,0.73248676,0.029411765,0.081967213,0,0,1,1,0,0,0.666666667,1,1,0.75,0.75,1,0.833333333,0,0.666666667,0,0.393404552,0.138625205,1,1,1,1,0.352154828,0.473290598,0,0.582438618,0,0,0.666666667,0.5,0.375,0,0.666666667,0.643792813,1,0.333333333,0.8,1,0.037383178,1,0.5,0.305359661,0.666666667,1,1,0.116686114,0.087751371,0,0,0,0,0,0.75,1,0,0.926628408,0.250186815,0.666666667,0.5,12.32385568,1,0,0
5.755742214,0.487991956,0.75,0.450888743,0.350552668,1,1,0.333333333,0.333333333,1,0,0,0.590909091,0.4,1,0.75,1,0.84509804,0.73248676,0.036764706,0.081967213,0,0,1,1,0,0,0.666666667,1,1,0.75,0.75,0.25,1,0.075301205,0.666666667,0,0.135160242,0.117184943,1,1,1,1,0.288570257,0.382478632,0,0.514949453,0.333333333,0,0.666666667,0.5,0.375,0,0.666666667,0.564575034,1,0.333333333,0.8,0.8,0.046728972,1,0.5,0.304654443,0.666666667,1,1,0.116686114,0.093235832,0,0,0,0,0,0.75,1,0,0.783091851,0.750186691,0.666666667,0.75,12.14685329,0,0,0
2.302585093,1,0.75,0.321096624,0.340903135,1,1,0,0.333333333,1,0.5,0,0.181818182,0,0,0,0.4,0.698970004,0.815464877,0.507352941,0.967213115,0,0,0.3,0.2,0,0,0.333333333,1,0.25,0.5,0.75,0.25,1,0.150779589,0.666666667,0,0.065025546,0.162193126,1,1,1,1,0.44306738,0,0,0.414168592,0.333333333,0,0.333333333,0,0.25,0.23104906,0.333333333,0.470880288,1,0.666666667,0.6,0.8,0.644859813,0.666666667,0.25,0.144569817,1,1,1,0,0.007312614,0,0,0,0,0,0.75,1,0,0,0.500249004,0.666666667,0.75,11.6784399,0,0,0
6.908754779,0,0.75,0.466207065,0.403297142,1,1,0,0.333333333,1,0.5,0,0.136363636,0.4,1,0.75,0.6,0.477121255,0.5,0.419117647,0.950819672,0.5,1,0.5,0.5,0,0,0.333333333,1,0,0,0.25,0,0,0,0,0,0,0,0.5,0.25,0,0.333333333,0.393186643,0,0,0.367541294,0,0,0.333333333,0,0.25,0,0,0.356207187,0.75,0,0.2,0.4,0.495327103,0.333333333,0.5,0.37235543,0.666666667,0.333333333,1,0,0,0,0,0,0,0,0.75,1,0,0.783091851,0.750186691,0.666666667,0.75,11.31447453,0,0,0
6.535241271,0,0.75,0.388581117,0.357798631,1,1,0,1,1,0,0,0.909090909,0.4,1,0.75,0.6,0.903089987,0.815464877,0,0.016393443,0,0,0.3,0.2,0.666666667,0,0.666666667,1,1,0.75,0.75,0.75,1,0.167434444,0.666666667,0,0.220157919,0.232242226,1,1,1,1,0.547429081,0,0,0.511723367,0.333333333,0,0.666666667,0,0.25,0,0.666666667,0.643792813,1,0.333333333,0.8,0.8,0,0.666666667,0.5,0.399858956,0.666666667,1,1,0.16336056,0,0,0,0,0,0,0.75,1,0,0.926628408,0.250186815,1,1,12.87901712,0,0,0
7.023758955,0,0.75,0.388581117,0.377069584,1,1,0.333333333,0.333333333,1,0.5,0,0.136363636,0.4,1,0.75,0.6,0.602059991,0.5,0.389705882,0.885245902,0,0,0,0,0,0,0.333333333,1,0.5,0.5,0.75,0.25,0.833333333,0,0.666666667,0,0.31212262,0.109983633,1,1,1,0.666666667,0.399547017,0,0,0.373486817,0,0,0.333333333,0,0.375,0,0.333333333,0.470880288,1,0,0.2,0.6,0.495327103,0.333333333,0.25,0.203102962,0.666666667,1,1,0.074679113,0,0,0,0.333333333,0,0,0.5,1,0,0.926628408,0.750186691,0,0.25,11.62625415,1,0,0
6.765038977,0,0.75,0.429425342,0.411741817,1,1,0.333333333,1,1,0,0,0.863636364,0.4,1,0.75,0.6,0.903089987,0.73248676,0.007352941,0.016393443,0,0,1,1,1,0.17125,0.666666667,1,1,0.75,0.75,0.75,0.833333333,0,0.666666667,0,0.760798885,0.268085106,1,1,1,1,0.603586965,0,0,0.564218389,0,0,0.666666667,0,0.375,0,0.666666667,0.564575034,1,0.333333333,0.8,0.8,0,0.666666667,0.75,0.613540197,0.666666667,1,1,0.22403734,0.146252285,0,0,0,0,0,0.75,1,0,0.964984046,0.250186815,1,1,12.42480649,0,0,0
7.102499356,0.642706105,0.75,0.440312596,0.403277964,1,1,0.333333333,0.333333333,1,0,0,0.363636364,0.4,1,0.75,0,0.698970004,0.73248676,0.323529412,0.737704918,0,0,0.3,0.2,0,0,0.333333333,1,0.5,0.5,0.75,0.75,0.333333333,0.138908575,0.666666667,0,0.065490014,0.151391162,1,0.5,1,1,0.414616799,0,0,0.387573682,0.333333333,0,0.333333333,0,0.375,0,0.333333333,0.564575034,1,0,0.2,0.8,0.411214953,0.333333333,0.25,0.211565585,0.666666667,1,1,0.175029172,0.131627057,0,0,0,0,0,0.75,1,0,0.647685462,0,0.666666667,0.75,11.80931948,0,0,0
6.380122537,0.307888645,0.25,0.321096624,0.38084811,1,1,0,0.333333333,1,0,0,0.181818182,0.6,0,0.75,0.6,0.698970004,0.815464877,0.573529412,0.803278689,0,0,1,1,0,0,0.333333333,1,0.25,0.5,0.75,0.25,0.833333333,0,0.666666667,0,0.344635392,0.121440262,1,0.5,1,0.666666667,0.320483874,0,0.272727273,0.364152495,0,0,0.333333333,0,0.25,0,0.333333333,0.356207187,1,0,0.2,0.4,0.186915888,0.333333333,0.25,0.217207334,0.666666667,1,0.5,0,0,0,0,0,0,0,0.75,0.5,0.038709677,0.836828837,0.500249004,0.666666667,0.75,11.2835123,0,0,0
5.075173815,0.487991956,0.75,0.68598681,0.528783702,1,1,0.333333333,1,1,0.5,0,0.590909091,0.4,1,0.75,1,0.84509804,0.73248676,0.007352941,0.016393443,0,0,1,1,0.666666667,0.285,0.666666667,1,1,0.75,0.75,0.5,1,0.01009922,0.666666667,0,0.620065026,0.227823241,1,1,1,1,0.54015906,0.571581197,0,0.706647422,0.333333333,0,0.666666667,0.5,0.5,0,0.666666667,0.772942881,1,0.333333333,0.8,0.8,0,0.666666667,0.5,0.406205924,0.666666667,1,1,0.278879813,0.241316271,0,0.330708661,0,0,0,0.75,1,0,0.442114109,0,1,1,12.67607627,0,0,0
5.537334267,0.615777289,0.75,0.517503342,0.386152424,1,1,0,0.333333333,1,0,0,0.363636364,0.4,1,0.75,0.8,0.77815125,0.885621875,0.316176471,0.278688525,1,0,0.6,0.6,0.666666667,0.0675,0.333333333,1,0.5,0.75,0.75,1,0.5,0.047838412,1,0.39348711,0.209939619,0.21309329,1,1,1,1,0.514864567,0,0,0.481282854,0,0.5,0.666666667,0,0.375,0,0.666666667,0.643792813,0.75,0,0.2,0.8,0.401869159,0.666666667,0.25,0.217912553,0.666666667,1,1,0.388564761,0,0,0,0,0,0,0.5,1,0,0.926628408,0.250186815,0.333333333,0.75,11.97035031,0,0,0
