MSSubClass,MSZoning,Neighborhood,OverallQual,YearRemodAdd,RoofStyle,MasVnrType,ExterQual,BsmtQual,BsmtExposure,HeatingQC,CentralAir,FirstFlrSF,GrLivArea,BsmtFullBath,KitchenQual,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,PavedDrive,LotFrontage
0.823529412,0.25,0.045454545,0.333333333,0.62295082,0,0,0.333333333,0.5,0.25,0.5,1,0.185991661,0.419061481,0,0.333333333,0,0.2,0.8,0.666666667,0.25,1,0.388581117
0,0.75,0.681818182,0.444444444,0.344262295,0,0,0.333333333,0.75,0.75,0.5,1,0.504850961,0.471922378,0,0.666666667,0,0.2,0.4,0.333333333,0.25,1,0.388581117
0.235294118,0.75,0.681818182,0.666666667,0.229508197,0,0,0.666666667,0.75,0.75,1,1,0.343111785,0.567427515,0.333333333,0.666666667,0.333333333,0.6,0.8,0.666666667,0.5,1,0.265271046
0,0.75,0.681818182,0.777777778,0.131147541,1,0.666666667,0.666666667,0.75,0.75,1,1,0.608611501,0.568915203,0.333333333,0.666666667,0.333333333,0.6,0.8,1,0.5,1,0.305986772
0,0.75,0.681818182,0.555555556,0.180327869,0,0.666666667,0.333333333,0.75,1,1,1,0.566666786,0.529706305,0.333333333,0.666666667,0.333333333,0.6,0.8,1,0.5,1,0.471175462
0,0.75,0.363636364,0.555555556,0.950819672,0,0,0.333333333,0.5,0.25,1,1,0.388345212,0.363015643,0,0.666666667,0.333333333,0.8,0.8,0.333333333,0.25,1,0.369595419
0,0.75,0.363636364,0.666666667,0.62295082,0.5,0,0.333333333,0.5,1,0.5,1,0.507527514,0.474424355,0.333333333,0.333333333,0.333333333,0,0.8,0.333333333,0.5,1,0.517503342
0,0.75,0.590909091,0.666666667,0.06557377,1,0,0.666666667,0.75,0.75,1,1,0.575930916,0.538366189,0.333333333,0.666666667,0.333333333,0.8,0.8,1,0.75,1,0.799311409
0,0.75,0.363636364,0.444444444,0.409836066,1,0,0.333333333,0.5,0.25,0.5,1,0.526879334,0.492513964,0.333333333,0.333333333,0.333333333,0.6,0.4,0.333333333,0.25,1,0.388581117
0.382352941,0.75,0.272727273,0.444444444,0.459016393,1,0,0.333333333,0.5,0.75,0.5,1,0.357919009,0.33457397,0.333333333,0.333333333,0,0.2,0.4,0.333333333,0.5,1,0.466207065
0.588235294,0.75,0.954545455,0.666666667,0.032786885,0,1,0.666666667,0.75,0.25,1,1,0.518336457,0.484528292,0.333333333,0.666666667,0.333333333,0.8,0.8,0.666666667,0.5,1,0.178347529
0.235294118,0.75,0.681818182,0.666666667,0.016393443,0,0,0.666666667,0.75,0.5,1,1,0.539887099,0.626342689,0,0.666666667,0,0.2,0.8,0.666666667,0.75,1,0.46117107
0.235294118,0.75,0.590909091,0.666666667,0.06557377,0,0,0.666666667,0.75,0.75,1,1,0.324830954,0.528994772,0.333333333,0.666666667,0.333333333,0.8,0.8,1,0.5,1,0.388581117
0.588235294,0.25,0.681818182,0.555555556,0.114754098,0,0.666666667,0.666666667,0.75,0.75,1,1,0.352601357,0.329603158,0.333333333,0.666666667,0,0.2,0.8,0.666666667,0.5,1,0.388581117
0.058823529,0.75,0.272727273,0.444444444,0.196721311,0,0,0.333333333,0.5,0.25,1,1,0.264569322,0.247312956,0,0.333333333,0,0.2,0.4,0.333333333,0.25,0,0.388581117
0.294117647,0.75,0.727272727,0.666666667,0.081967213,0,0,1,0.5,0.25,1,1,0.480188597,0.688668737,0,0.666666667,0.666666667,0.8,0.8,0.666666667,0.25,1,0.423859223
0.176470588,0.75,0.227272727,0.444444444,0.37704918,0,0,0.333333333,0.25,0.25,1,1,0.334315996,0.566361038,0,0.333333333,0,0.2,0.4,0.333333333,0.25,0,0.388581117
0.235294118,0.75,0.363636364,0.666666667,0.06557377,0,0.666666667,0.333333333,0.5,0.25,0.75,1,0.293297452,0.526373505,0.333333333,0.666666667,0,0.2,0.8,1,0.5,1,0.388581117
0,0.75,0.681818182,0.666666667,0.032786885,0,0,0.333333333,0.75,0.25,1,1,0.492103805,0.460006647,0,0.666666667,0,0.2,0.8,0.666666667,0.75,1,0.554755532
0.235294118,0.75,0.772727273,0.555555556,0.016393443,0,0.666666667,0.333333333,0.5,1,0.75,1,0.405802256,0.648191462,0,0.666666667,0,0.2,0.8,1,0.5,1,0.388581117
0,0.75,0.454545455,0.555555556,0.049180328,0,0,0.333333333,0.75,0.25,1,1,0.470509467,0.439820786,0.333333333,0.666666667,0,0.2,0.4,0.333333333,0.5,1,0.406640306
0,0.75,0.363636364,0.444444444,0.721311475,0,0.666666667,0.333333333,0.5,0.5,1,1,0.469200008,0.438596736,0,0.333333333,0.333333333,0,0.8,0.666666667,0.5,1,0.388581117
0.235294118,0.75,0.681818182,0.666666667,0.163934426,0,0,0.333333333,0.75,0.75,1,1,0.36661901,0.580596698,0,0.666666667,0,0.2,0.8,1,0.5,1,0.369595419
0.235294118,0.75,0.590909091,0.555555556,0.213114754,0,0,0.333333333,0.75,0.25,0.75,1,0.317557828,0.566788015,0.333333333,0.333333333,0.333333333,0.6,0.8,1,0.5,1,0.388581117
0,0.75,0.136363636,0.333333333,0.114754098,0,0,0.333333333,0,0,1,1,0.459904686,0.429907696,0,0.666666667,0,0.2,0.4,1,0.5,0,0.429425342
0.176470588,0.75,0.136363636,0.444444444,0.885245902,0,0,0.333333333,0.5,0.25,0.5,1,0.363162974,0.505181568,0,0.333333333,0,0.2,0.8,0.333333333,0.25,1,0.382360131
0.176470588,0.75,0.727272727,0.777777778,0.196721311,0,0.666666667,0.333333333,0.5,0.5,1,1,0.671201537,0.825695095,0,0.666666667,0.666666667,0.8,1,0.333333333,0.75,1,0.388581117
0.823529412,0.25,0.090909091,0.555555556,0.557377049,0,0.666666667,0.333333333,0.5,0.25,0.5,1,0.139594853,0.383298702,0,0.333333333,0,0.2,0.4,0.333333333,0.25,1,0
1,0.75,0.136363636,0.444444444,0.163934426,0,0,0.333333333,0.5,0.25,0.75,1,0.334315996,0.495397458,0.333333333,0.333333333,0,0.2,0,0,0,1,0.400717941
0,0.75,0.363636364,0.666666667,0.032786885,0.5,0,0.333333333,0.75,1,1,1,0.690141218,0.645127196,0.333333333,0.666666667,0.333333333,0.8,0.8,0.666666667,0.5,1,1
0.823529412,1,0.818181818,0.666666667,0.163934426,0,0.666666667,0.333333333,0.75,0.25,0.75,1,0.309642594,0.531596759,0,0.333333333,0,0.2,0.4,0.333333333,0.5,1,0.049425304
0,0.75,0.954545455,0.777777778,0.016393443,0,0.666666667,0.666666667,1,1,1,1,0.672736766,0.628857938,0.333333333,0.666666667,0.333333333,1,0.8,0.666666667,0.75,1,0.612936198
0,0.75,0.818181818,0.777777778,0.032786885,0,1,0.333333333,0.75,0.25,1,1,0.584006425,0.545914978,0,0.666666667,0.333333333,0.8,0.8,0.666666667,0.75,1,0.485692615
0.176470588,0.25,0.227272727,0.666666667,0.967213115,0,0,0.333333333,0.5,0.25,0.5,1,0.203596387,0.425163544,0,0.333333333,0.333333333,0.8,0.4,0.333333333,0.25,1,0.388581117
0.294117647,0.75,0.727272727,0.666666667,0.147540984,0,0,0.333333333,0.75,0.25,0.5,1,0.353937792,0.531832357,0,0.333333333,0.333333333,0.8,0.8,0.666666667,0.25,0.5,0.388581117
0,0.75,0.136363636,0.222222222,0.901639344,1,0,0.333333333,0,0,1,1,0.623078518,0.582438618,0,0.333333333,0.333333333,0.8,0.8,0.333333333,0.5,1,0.388581117
0.235294118,0.75,0.954545455,0.888888889,0.016393443,1,0.666666667,1,1,0.25,1,1,0.647392847,0.74294033,0.333333333,1,0.666666667,1,0.8,1,0.75,1,0.363044098
0.823529412,0.25,0.090909091,0.444444444,0.62295082,0,0.666666667,0.333333333,0.5,0.25,0.5,1,0.240145793,0.481282854,0,0.333333333,0,0.2,0.4,0.333333333,0.25,1,0
0.117647059,0.75,0.772727273,0.666666667,0.524590164,0.5,0,0.666666667,0.75,1,0.5,1,0.52348529,0.536976206,0.666666667,0.666666667,0.333333333,0.6,0.8,1,0.5,1,0.388581117
0.176470588,0.75,0.772727273,0.333333333,0.819672131,0,0,0.333333333,0,0,0.5,1,0.457882776,0.551528397,0,0.333333333,0.333333333,0.8,0.4,1,0.5,0,0.495063747
0,0.75,0.136363636,0.444444444,0.016393443,0,0,0.333333333,0.75,0.25,0.75,1,0.45956845,0.429593391,0,0.333333333,0,0.2,0.8,0.333333333,0.5,1,0.466207065
0.823529412,1,0.818181818,0.666666667,0.032786885,0,0,0.333333333,0.75,0.25,1,1,0.167527836,0.452423911,0,0.666666667,0,0.2,0.4,0.666666667,0.5,1,0.132019649
0.235294118,0.75,0.454545455,0.555555556,0.081967213,0,0,0.666666667,0.75,0.25,1,1,0.329603191,0.562926542,0,0.666666667,0,0.2,0.8,0.666666667,0.5,1,0.418208121
0.235294118,0.75,1,0.666666667,0.245901639,0,0.666666667,0.666666667,0.75,0.25,1,1,0.49117665,0.654907379,0.333333333,0.666666667,0.666666667,0.6,0.8,0.666666667,0.5,1,0.499661818
0,0.75,0.363636364,0.555555556,0.131147541,0,0,0.333333333,0.5,0.25,1,1,0.404248113,0.377881287,0.333333333,0.333333333,0.333333333,0.8,0.4,0.333333333,0.25,1,0.321096624
0.235294118,0.75,0.454545455,0.777777778,0.245901639,0,0,0.666666667,0.75,0.25,1,1,0.465244223,0.636648549,0,0.666666667,0.333333333,0.6,0.8,0.666666667,0.5,1,0.495063747
0,0.75,0.136363636,0.444444444,0.901639344,0,0,0.333333333,0.5,0.75,0.5,1,0.465906398,0.43551795,0.333333333,0.333333333,0,0.2,0.8,0.333333333,0.25,1,0.434908997
0.352941176,0.75,0.772727273,0.444444444,0.803278689,1,0.666666667,0.333333333,0.5,0.75,1,1,0.529125236,0.494613379,0,0.666666667,0,0.2,1,0.333333333,0.25,1,0.546795227
0.176470588,0.25,0.227272727,0.444444444,0.163934426,0,0,0.333333333,0.5,0.25,0.5,1,0.38590107,0.485066315,0.333333333,0.333333333,0,0.2,0.4,0.333333333,0.5,1,0.321096624
0.235294118,0.75,1,0.777777778,0.147540984,0,0.666666667,0.666666667,0.75,0.75,1,1,0.446216635,0.619424038,0.333333333,0.666666667,0.333333333,0.6,0.8,0.666666667,0.5,1,0.485692615
1,0.75,0.136363636,0.444444444,0.967213115,0,0,0.333333333,0.5,0.25,0.5,0,0.472465199,0.441648957,0.333333333,0.333333333,0,0.2,0.4,0.333333333,0.25,1,0.434908997
0,0.75,0.363636364,0.444444444,0.950819672,0,0,0.333333333,0.5,0.5,0.5,1,0.396380192,0.370526546,0.333333333,0.333333333,0,0.2,0.4,0.333333333,0.5,1,0.388581117
0.294117647,0.25,0.227272727,0.777777778,0.360655738,0,0,0.333333333,0.5,0.25,0.25,0,0.39077367,0.69137948,0,0.333333333,0,0.2,0,0,0,1,0.321096624
0,0.75,0.727272727,0.555555556,0.049180328,1,0.666666667,0.666666667,0.75,0.25,1,1,0.611324296,0.571451058,0.333333333,0.666666667,0.333333333,0.8,0.8,1,0.5,1,0.388581117
1,0.25,0.227272727,0.555555556,0.147540984,0,0,0.333333333,0.25,0.25,1,0,0.490557283,0.617210786,0,0.333333333,0.333333333,0.6,0.4,0.333333333,0.5,1,0.388581117
0,0.75,0.363636364,0.555555556,0.672131148,0,0.666666667,0.333333333,0.5,0.25,1,1,0.416506135,0.389339788,0.333333333,0.333333333,0.333333333,0.6,0.8,1,0.5,1,0.388581117
0.176470588,0.75,0.181818182,0.333333333,0.93442623,0,0,0.333333333,0.5,0.25,0.5,1,0.318047076,0.461158929,0.333333333,0.333333333,0,0.2,0.4,0.333333333,0.25,1,0.328426367
0.058823529,0.75,0.181818182,0.444444444,0.950819672,0,0,0.333333333,0.5,0.25,0.5,1,0.473439288,0.442559512,0,0.333333333,0.333333333,0.8,0.4,0.333333333,0.5,1,0.570180263
0.058823529,0.25,0.181818182,0.444444444,0.983606557,0,0,0.333333333,0.5,0.5,0.5,1,0.5145738,0.481011052,0,0,0,0.2,0.4,0.333333333,0.5,1,0.388581117
0.588235294,0.75,0.772727273,0.666666667,0.344262295,0,0,0.333333333,0.75,1,0.75,1,0.556389621,0.520099462,0.333333333,0.666666667,0.333333333,0.6,0.8,0.666666667,0.5,1,0.388581117
0,0.75,0.681818182,0.777777778,0.147540984,0,0.666666667,0.666666667,0.75,0.75,1,1,0.593096918,0.554412549,0.333333333,0.666666667,0.333333333,0.6,0.8,0.666666667,0.5,1,0.388581117
0,0.75,0.818181818,0.777777778,0.032786885,1,1,0.666666667,0.75,0.75,1,1,0.590011524,0.551528397,0,0.666666667,0.333333333,0.8,0.8,0.666666667,0.75,1,0.517503342
1,0.75,0.363636364,0.555555556,0.803278689,1,0.666666667,0.333333333,0.5,1,0.5,1,0.449339899,0.42003199,0.333333333,0.333333333,0,0.2,0.8,0.666666667,0.25,1,0.471175462
0,0.75,0.363636364,0.444444444,0.754098361,1,0,0.333333333,0.5,0.25,0.5,1,0.433459247,0.405187143,0.333333333,0.333333333,0,0.2,0.8,0.333333333,0.25,1,0.388581117
0,0.75,0.136363636,0.333333333,0.704918033,1,0.666666667,0.333333333,0.5,0.25,0.5,1,0.399547017,0.373486817,0.333333333,0.333333333,0,0.2,0.8,1,0.25,0.5,0.46117107
0.176470588,0.75,0.136363636,0.444444444,0.93442623,0,0,0.333333333,0.25,0.5,0.25,1,0.415751532,0.520829095,0.333333333,0.333333333,0.333333333,0.6,0.4,0.333333333,0.25,0.5,0.321096624
0,0.75,0.545454545,0.555555556,0.68852459,1,0,0.333333333,0.5,0.25,0.75,1,0.565651538,0.528757276,0,0.666666667,0.333333333,0.8,0.8,0.666666667,0.5,1,0.388581117
0,0.75,0.818181818,0.666666667,0.016393443,1,1,1,1,0.25,1,1,0.62154684,0.581006843,0.333333333,1,0.333333333,0.8,0.8,1,0.75,1,0.490407837
0.176470588,0.25,0.227272727,0.666666667,0.098360656,0,0,0.333333333,0.75,0.25,1,1,0.531913998,0.647342936,0,0.666666667,0,0.2,0.4,0.333333333,0.5,0,0.406640306
0,0.75,0.863636364,0.666666667,0.278688525,1,0.666666667,0.333333333,0.75,0.25,0.5,1,0.525468846,0.491195475,0.333333333,0.333333333,0.333333333,0.6,0.8,1,0.5,1,0.321096624
0.235294118,0.75,1,0.777777778,0.196721311,0,0.666666667,0.666666667,0.75,0.5,1,1,0.517182696,0.704918997,0.333333333,0.666666667,0.333333333,0.6,0.8,1,0.75,1,0.388581117
0.235294118,0.75,0.590909091,0.666666667,0.016393443,0,0,0.666666667,0.75,0.75,1,1,0.366188727,0.60802682,0,0.666666667,0.333333333,0.8,1,1,0.75,1,0.376032798
0.382352941,0.75,0.681818182,0.444444444,0.049180328,0,0,0.333333333,0.75,0.75,0.5,1,0.315102055,0.294549724,0.333333333,0.333333333,0,0.2,0.4,0.333333333,0.5,1,0.445638443
0,0.75,0.181818182,0,0.950819672,0,0,0,0,0,0.25,0,0,0,0,0,0,0.2,0,0,0,0,0.321096624
0,0.75,0.363636364,0.555555556,0.721311475,0,0,0.333333333,0.5,0.25,0.5,1,0.463250715,0.433035482,0.333333333,0.333333333,0.333333333,0.8,0.8,0.666666667,0.25,1,0.495063747
0.588235294,0.25,0.409090909,0.555555556,0.147540984,1,0.666666667,0.333333333,1,0.25,1,1,0.524903176,0.4906667,0.333333333,0.333333333,0,0.2,0.8,1,0.5,1,0.155907934
0,0.75,0.363636364,0.444444444,0.704918033,0,0,0.333333333,0.5,0.25,0.5,1,0.380135924,0.3553418,0,0.333333333,0,0.2,0.8,0.333333333,0.25,1,0.423859223
0.235294118,0.75,0.363636364,0.444444444,0.754098361,0,0.666666667,0.333333333,0.5,0.25,0.5,1,0.364894937,0.598207814,0,0.333333333,0.333333333,0.6,0.8,0.666666667,0.25,1,0.440312596
0.323529412,0.75,0.318181818,0.444444444,0.196721311,0,0,0.333333333,0.5,0.25,1,1,0.434179387,0.665555911,0,0.666666667,0.333333333,0.8,0.4,0.333333333,0.25,1,0.388581117
0.176470588,0.75,0.136363636,0.444444444,0.180327869,0.5,0,0.333333333,0.5,0.25,0.5,1,0.25660201,0.447675513,0,0.333333333,0,0.2,0,0,0,0,0.376032798
1,0.25,0.227272727,0.666666667,0.950819672,1,0,0,0.5,0.25,0.5,0,0.401120547,0.612929621,0,0.333333333,0.333333333,0.8,0.4,0.333333333,0.25,0,0.388581117
0,0.75,0.363636364,0.444444444,0.098360656,0,0,0.333333333,0.5,0.25,0.75,1,0.522062071,0.488010905,0.333333333,0.666666667,0,0.2,0.4,0.333333333,0.5,1,0.471175462
0,0.75,0.545454545,0.555555556,0.459016393,0,0.666666667,0.333333333,0.75,0.25,0.5,1,0.548228307,0.512470464,0,0.666666667,0.333333333,0.6,0.8,1,0.5,1,0.485692615
0.411764706,0.75,0.409090909,0.444444444,0.672131148,0,0,0.333333333,0.5,0.75,0.5,1,0.600354445,0.561196709,0,0.333333333,0,0.2,0.8,0.333333333,0.5,0.5,0.577658092
0,0.75,0.681818182,0.666666667,0.147540984,0,0.666666667,0.666666667,0.75,0.25,1,1,0.599890395,0.560762925,0,0.666666667,0.333333333,0.6,0.8,0.333333333,0.5,1,0.471175462
0.176470588,0,0,0.222222222,0.459016393,1,0,0,0.5,0.25,0.5,0,0.419883352,0.53744014,0,0,0,0.2,0,0,0,0,0.595717281
0.411764706,0.75,0.363636364,0.333333333,0.983606557,0,0,0.333333333,0,0,0.25,0,0.429837847,0.401801947,0,0.333333333,0,0.2,0.4,0.333333333,0.5,1,0.388581117
0.294117647,0.75,0.318181818,0.555555556,1,0,0,0.333333333,0.75,0.25,0.5,0,0.349464532,0.564433239,0.333333333,0,0,0.2,0.4,0.333333333,0.25,1,0.423859223
0.176470588,0.75,0.318181818,0.333333333,0.983606557,0,0,0.333333333,0.5,0.25,0.5,1,0.522347144,0.629751925,0.333333333,0.666666667,0.666666667,0.6,0.4,0.333333333,0.5,1,0.418208121
0,0.75,0.363636364,0.555555556,0.93442623,1,1,0.333333333,0.5,0.25,0.5,1,0.603126863,0.563788297,0.333333333,0.333333333,0.666666667,0.8,0.8,1,0.5,1,0.495063747
0.235294118,0.75,0.681818182,0.777777778,0.016393443,0,1,0.666666667,1,0.25,1,1,0.563868274,0.72238474,0,1,0.333333333,0.8,1,1,0.75,1,0.440312596
0.294117647,0.75,0.181818182,0.555555556,0.950819672,0.5,0,0.333333333,0.5,0.25,1,1,0.43704632,0.600542808,0,0.333333333,0.333333333,0.8,0.4,0.333333333,0.5,0,0.388581117
0.352941176,0.75,0.363636364,0.555555556,0.737704918,0,0.666666667,0.333333333,0.5,1,0.5,1,0.528565009,0.494089692,0.333333333,0.333333333,0,0.2,0.8,0.666666667,0.5,1,0.50420347
0.588235294,0.75,0.5,0.555555556,0.557377049,0,0,0.333333333,0.75,0.25,0.5,1,0.398757792,0.372749069,0,0.333333333,0,0.2,0.8,0.666666667,0.5,1,0.388581117
0.176470588,0.75,0.181818182,0.555555556,0.147540984,0.5,0,0.333333333,0.5,0.25,0.75,1,0.434538943,0.605167061,0,0.666666667,0.333333333,0.8,0.4,0.333333333,0.5,0,0.412469402
0,0.75,0.272727273,0.333333333,0.278688525,0,0,0.333333333,0.5,0.25,1,1,0.597561567,0.558585994,0.333333333,0.333333333,0.333333333,0.6,0.8,0.333333333,0.5,1,0.388581117
0,0.75,0.590909091,0.555555556,0.295081967,0,0.666666667,0.333333333,0.75,0.25,0.75,1,0.473439288,0.442559512,0.333333333,0.666666667,0,0.2,0.8,0.666666667,0.5,1,0.388581117
0.176470588,0.75,0.136363636,0.555555556,1,0,0,0.333333333,0.5,0.25,0.5,1,0.329603191,0.528281806,0,0.333333333,0.333333333,0.8,0.4,0.333333333,0.25,1,0.335613777
0,0.75,0.363636364,0.444444444,0.704918033,0,0.666666667,0.333333333,0.5,0.25,0.5,1,0.371744596,0.347497792,0,0.333333333,0,0.2,0.8,0.666666667,0.25,1,0.418208121
0.058823529,0.25,0.227272727,0.444444444,0.31147541,0,1,0.333333333,0.5,0.25,0.5,1,0.332437911,0.31075486,0.333333333,0.666666667,0.666666667,0.8,0.8,0.333333333,0.25,1,0.388581117
0,0.75,0.409090909,0.444444444,0.016393443,0,0,0.333333333,0.75,0.25,1,1,0.464580886,0.434278893,0,0.333333333,0,0.2,0,0,0,1,0.538659955
0.235294118,0.75,0.363636364,0.555555556,0.754098361,1,0.666666667,0.333333333,0.5,0.25,0.5,1,0.408506743,0.595070319,0.333333333,0.333333333,0.333333333,0.6,0.8,0.666666667,0.5,1,0.450888743
0.235294118,0.75,0.545454545,0.555555556,0.524590164,0,0.666666667,0.333333333,0.5,0.25,0.5,1,0.457206398,0.638395468,0,0.666666667,0.333333333,0.6,0.8,1,0.5,1,0.388581117
0.235294118,1,0.818181818,1,0.032786885,0,1,1,1,0.75,1,1,0.424708953,0.634364581,0.333333333,1,0.333333333,1,0.8,1,0.75,1,0.517503342
0.058823529,0.75,0.227272727,0.444444444,0.950819672,0,0,0.333333333,0.25,0.25,1,1,0.275120605,0.257176039,0,1,0,0.2,0.4,0.333333333,0.25,0,0.388581117
0.235294118,1,0.818181818,0.777777778,0.032786885,0,0,0.666666667,0.75,0.25,1,1,0.323869243,0.551973646,0,0.666666667,0,0.2,0.8,0.666666667,0.5,1,0.471175462
0.176470588,0.75,0.136363636,0.555555556,0.573770492,0,0,0.333333333,0.5,0.25,0.75,1,0.489004415,0.606504492,0,0.333333333,0,0.2,0.8,0.333333333,0.25,1,0.471175462
0.235294118,0.75,0.590909091,0.666666667,0.196721311,0,0,0.333333333,0.5,0.25,0.75,1,0.425445922,0.596642545,0,0.666666667,0.333333333,0.6,0.8,1,0.5,1,0.388581117
0.235294118,0.75,0.681818182,0.666666667,0.098360656,0,0.666666667,0.666666667,0.75,0.25,1,1,0.368335264,0.589511839,0.333333333,0.666666667,0,0.2,0.8,0.666666667,0.5,1,0.418208121
0.235294118,0.75,1,1,0.180327869,1,0.666666667,0.666666667,1,1,1,1,0.643895477,0.843701541,0.333333333,0.666666667,0.333333333,0.6,0.8,1,0.75,1,0.638921599
0,0.75,0.454545455,0.555555556,0.360655738,0,0.666666667,0.666666667,0.75,0.25,0.5,1,0.513700156,0.48019439,0.333333333,0.666666667,0.333333333,0.6,0.8,0.333333333,0.5,1,0.388581117
0,0.75,0.727272727,0.666666667,0.229508197,0,0,0.333333333,0.5,0.25,0.5,1,0.637643682,0.596053779,0.333333333,0.333333333,0.666666667,0.6,0.8,1,0.5,1,0.577658092
0.941176471,0.25,0.045454545,0.444444444,0.606557377,0,0,0.333333333,0.75,0.75,1,1,0.240145793,0.224482437,0.333333333,1,0,0.2,0,0,0,1,0
0.058823529,0.25,0.227272727,0.555555556,0.442622951,0,0,0.333333333,0.5,0.25,0.75,1,0.452094658,0.422607072,0,0.666666667,0.333333333,0.8,0.4,0.333333333,0.5,1,0.321096624
0.176470588,0,0,0.333333333,1,0,0,0.333333333,0.5,0.5,0.75,1,0.357478715,0.445878302,0,0.333333333,0,0.2,0.4,0.666666667,0.25,0,0.423859223
0.058823529,0.25,0,0.333333333,0.295081967,0,0,0.333333333,0.5,0.25,1,1,0.482728428,0.451242773,0.333333333,0.333333333,0,0.2,0.4,0.333333333,0.5,1,0.238502279
0,1,0.818181818,0.666666667,0.016393443,0,0,0.666666667,1,0.25,1,1,0.53468236,0.499808043,0,0.666666667,0,0.2,0.8,1,0.5,1,0.45606561
0.352941176,0.75,0.363636364,0.555555556,0.770491803,0,0.666666667,0.333333333,0.75,1,0.75,1,0.550615907,0.514702335,0,0.333333333,0.333333333,0.8,0.6,0.666666667,0.25,1,0.581341107
0,0.75,0.681818182,0.666666667,0.06557377,0,0.666666667,0.666666667,0.75,0.75,1,1,0.548228307,0.512470464,0,0.666666667,0,0.2,0.8,0.666666667,0.5,1,0.406640306
0.235294118,0.75,0.772727273,0.555555556,0.262295082,0,0,0.666666667,0.75,0.75,1,1,0.443769483,0.624716249,0.333333333,0.666666667,0.666666667,0.4,0.8,1,0.5,1,0.388581117
0,0.25,0.136363636,0.333333333,0.114754098,0,0,0.333333333,0.75,0.25,1,1,0.458220512,0.428333371,0,0.333333333,0,0.2,0.8,0.666666667,0.5,1,0.495063747
0.235294118,0.75,0.954545455,0.777777778,0.049180328,0,0.666666667,0.666666667,1,0.75,1,1,0.465575455,0.708224427,0,0.666666667,0.333333333,0.8,1,0.666666667,0.75,1,0.476078049
0,0.75,0.272727273,0.444444444,0.754098361,1,0,0.333333333,0.5,0.25,0.5,1,0.435973763,0.407537652,0,0.333333333,0,0.2,0.4,1,0.5,1,0.445638443
0.382352941,0.75,0.409090909,0.444444444,0.524590164,0,0.666666667,0.333333333,0.75,0.75,1,1,0.454488732,0.424844994,0.333333333,0.666666667,0.333333333,0.6,0.8,1,0.5,1,0.388581117
0.235294118,0.75,1,0.777777778,0.06557377,0,0.666666667,0.666666667,0.75,0.25,1,1,0.472465199,0.677924953,0,0.666666667,0.333333333,0.8,0.8,1,0.75,1,0.546795227
0,0.75,0.863636364,0.888888889,0.032786885,1,0,1,1,1,1,1,0.680696098,0.636298128,0,1,0.333333333,0.8,0.8,1,0.75,1,0.53452427
0.235294118,0.75,0.272727273,0.555555556,0.540983607,1,0.333333333,0.333333333,0.5,0.5,0.5,1,0.264569322,0.503399447,0,0.333333333,0.333333333,0.6,0.8,1,0.5,1,0.388581117
0.235294118,1,0.818181818,0.777777778,0.06557377,0,0,0.666666667,0.75,0.5,1,1,0.444820201,0.624716249,0,0.666666667,0.333333333,0.8,0.8,0.666666667,0.75,1,0.517503342
0.588235294,0.75,0.909090909,0.777777778,0.262295082,0,0,0.666666667,0.75,0.25,0.75,1,0.524903176,0.4906667,0.333333333,0.666666667,0.333333333,0.6,0.8,0.666666667,0.5,1,0.247642001
0.235294118,0.75,1,0.777777778,0.131147541,0,0.666666667,0.666666667,0.75,0.25,1,1,0.413858415,0.68025482,0,0.666666667,0.333333333,0.6,1,1,0.75,1,0.388581117
0,0.75,0.681818182,0.777777778,0.032786885,1,1,0.666666667,1,1,1,1,0.619788726,0.579363401,0.333333333,0.666666667,0.333333333,0.8,0.8,0.666666667,0.75,1,0.490407837
0.352941176,0.75,0.363636364,0.444444444,0.672131148,0,0.666666667,0.333333333,0.5,0.75,0.5,1,0.446216635,0.417112439,0.333333333,0.333333333,0.333333333,0.8,0.8,0.666666667,0.5,1,0.517503342
0.588235294,0.75,0.636363636,0.666666667,0.049180328,1,0.666666667,0.666666667,0.75,0.25,1,1,0.582064492,0.544099706,0,0.666666667,0.333333333,0.6,0.8,1,0.75,1,0.342664275
0,0.75,0.727272727,0.666666667,0.147540984,0,0,0.666666667,0.75,0.75,0.5,1,0.658292481,0.615355773,0.333333333,1,0.666666667,0.6,0.8,1,0.5,1,0.577658092
0.235294118,0.75,0.863636364,0.666666667,0.262295082,0,0,0.333333333,0.75,0.25,1,1,0.513700156,0.714041186,0,0.333333333,0,0.2,0.8,1,0.5,1,0.388581117
0.411764706,0.75,0.454545455,0.444444444,0.508196721,0,1,0.333333333,0.75,0.75,0.5,1,0.491485954,0.459429095,0.666666667,0.333333333,0.666666667,0.6,0.4,0.333333333,0.5,1,0.412469402
0,0.75,0.363636364,0.555555556,0.655737705,0,0,0.333333333,0.75,0.25,0.75,1,0.434898159,0.406532203,0.333333333,0.333333333,0,0.2,0.8,0.333333333,0.5,1,0.418208121
0.235294118,0.75,1,0.777777778,0.180327869,1,0.666666667,0.666666667,0.75,0.25,1,1,0.507231052,0.727568986,0.333333333,0.666666667,0.333333333,0.6,0.8,1,0.75,1,0.570180263
0,0.75,0.272727273,0.444444444,0.672131148,0,0.666666667,0.333333333,0.5,0.25,0.5,1,0.375963518,0.351441537,0,0.333333333,0,0.2,0.8,0.333333333,0.25,1,0.388581117
